Date,Close,Daily Return
5/11/2023 16:00:00,112.18,0.0199000
5/12/2023 16:00:00,110.26,-0.0192000
5/15/2023 16:00:00,111.2,0.0094000
5/16/2023 16:00:00,113.4,0.0220000
5/17/2023 16:00:00,115.5,0.0210000
5/18/2023 16:00:00,118.15,0.0265000
5/19/2023 16:00:00,116.25,-0.0190000
5/22/2023 16:00:00,115.01,-0.0124000
5/23/2023 16:00:00,114.99,-0.0002000
5/24/2023 16:00:00,116.75,0.0176000
5/25/2023 16:00:00,115,-0.0175000
5/26/2023 16:00:00,120.11,0.0511000
5/30/2023 16:00:00,121.66,0.0155000
5/31/2023 16:00:00,120.58,-0.0108000
6/1/2023 16:00:00,122.77,0.0219000
6/2/2023 16:00:00,124.25,0.0148000
6/5/2023 16:00:00,125.3,0.0105000
6/6/2023 16:00:00,126.61,0.0131000
6/7/2023 16:00:00,121.23,-0.0538000
6/8/2023 16:00:00,124.25,0.0302000
6/9/2023 16:00:00,123.43,-0.0082000
6/12/2023 16:00:00,126.57,0.0314000
6/13/2023 16:00:00,126.66,0.0009000
6/14/2023 16:00:00,126.42,-0.0024000
6/15/2023 16:00:00,127.11,0.0069000
6/16/2023 16:00:00,125.49,-0.0162000
6/20/2023 16:00:00,125.78,0.0029000
6/21/2023 16:00:00,124.83,-0.0095000
6/22/2023 16:00:00,130.15,0.0532000
6/23/2023 16:00:00,129.33,-0.0082000
6/26/2023 16:00:00,127.33,-0.0200000
6/27/2023 16:00:00,129.18,0.0185000
6/28/2023 16:00:00,129.04,-0.0014000
6/29/2023 16:00:00,127.9,-0.0114000
6/30/2023 16:00:00,130.36,0.0246000
7/3/2023 13:05:00,130.22,-0.0014000
7/5/2023 16:00:00,130.38,0.0016000
7/6/2023 16:00:00,128.36,-0.0202000
7/7/2023 16:00:00,129.78,0.0142000
7/10/2023 16:00:00,127.13,-0.0265000
7/11/2023 16:00:00,128.78,0.0165000
7/12/2023 16:00:00,130.8,0.0202000
7/13/2023 16:00:00,134.3,0.0350000
7/14/2023 16:00:00,134.68,0.0038000
7/17/2023 16:00:00,133.56,-0.0112000
7/18/2023 16:00:00,132.83,-0.0073000
7/19/2023 16:00:00,135.36,0.0253000
7/20/2023 16:00:00,129.96,-0.0540000
7/21/2023 16:00:00,130,0.0004000
7/24/2023 16:00:00,128.8,-0.0120000
7/25/2023 16:00:00,129.13,0.0033000
7/26/2023 16:00:00,128.15,-0.0098000
7/27/2023 16:00:00,128.25,0.0010000
7/28/2023 16:00:00,132.21,0.0396000
7/31/2023 16:00:00,133.68,0.0147000
8/1/2023 16:00:00,131.69,-0.0199000
8/2/2023 16:00:00,128.21,-0.0348000
8/3/2023 16:00:00,128.91,0.0070000
8/4/2023 16:00:00,139.57,0.1066000
8/7/2023 16:00:00,142.22,0.0265000
8/8/2023 16:00:00,139.94,-0.0228000
8/9/2023 16:00:00,137.85,-0.0209000
8/10/2023 16:00:00,138.56,0.0071000
8/11/2023 16:00:00,138.41,-0.0015000
8/14/2023 16:00:00,140.57,0.0216000
8/15/2023 16:00:00,137.67,-0.0290000
8/16/2023 16:00:00,135.07,-0.0260000
8/17/2023 16:00:00,133.98,-0.0109000
8/18/2023 16:00:00,133.22,-0.0076000
8/21/2023 16:00:00,134.68,0.0146000
8/22/2023 16:00:00,134.25,-0.0043000
8/23/2023 16:00:00,135.52,0.0127000
8/24/2023 16:00:00,131.84,-0.0368000
8/25/2023 16:00:00,133.26,0.0142000
8/28/2023 16:00:00,133.14,-0.0012000
8/29/2023 16:00:00,134.91,0.0177000
8/30/2023 16:00:00,135.07,0.0016000
8/31/2023 16:00:00,138.01,0.0294000
9/1/2023 16:00:00,138.12,0.0011000
9/5/2023 16:00:00,137.27,-0.0085000
9/6/2023 16:00:00,135.36,-0.0191000
9/7/2023 16:00:00,137.85,0.0249000
9/8/2023 16:00:00,138.23,0.0038000
9/11/2023 16:00:00,143.1,0.0487000
,,-1.4310000
